ID,Ground Truth,Noised Signal,Model Output,,,Error
457,0.301837482,0.207080456,0.097740754,,,0.204096728
458,0.303633984,-0.543976749,0.089102983,,,0.214531001
459,0.305429408,-0.482130292,0.081550226,,,0.223879182
460,0.307223747,0.486859909,0.089138016,,,0.218085731
461,0.309016994,0.619454713,0.09867999,,,0.210337004
462,0.310809144,1.060179585,0.114933088,,,0.195876056
463,0.312600189,-0.532096222,0.106233999,,,0.20636619
464,0.314390123,0.963937915,0.120886609,,,0.193503514
465,0.31617894,-0.520467477,0.112284169,,,0.203894771
466,0.317966634,-0.22318514,0.108419046,,,0.209547588
467,0.319753198,0.136618661,0.110195085,,,0.209558113
468,0.321538626,-0.52568751,0.101662681,,,0.219875945
469,0.323322911,-0.279336886,0.097076192,,,0.226246719
470,0.325106048,-0.279063647,0.092559502,,,0.232546546
471,0.32688803,-1.339606717,0.071658954,,,0.255229076
472,0.32866885,0.245461849,0.075637788,,,0.253031062
473,0.330448502,0.657109372,0.085947439,,,0.244501063
474,0.33222698,-0.121191603,0.084039167,,,0.248187813
475,0.334004278,0.603121672,0.093397409,,,0.240606869
476,0.335780389,-0.878200632,0.079638049,,,0.25614234
477,0.337555307,-0.013533037,0.079489335,,,0.258065972
478,0.339329026,0.67066384,0.089957491,,,0.249371535
479,0.341101539,-0.215953052,0.086521804,,,0.254579735
480,0.34287284,-0.075112026,0.085320339,,,0.257552501
481,0.344642923,-0.063327893,0.084318742,,,0.260324181
482,0.346411781,1.13172716,0.101879075,,,0.244532706
483,0.348179409,-0.178720833,0.098851591,,,0.249327818
484,0.349945799,0.806964984,0.111170515,,,0.238775284
485,0.351710946,0.119937037,0.11264883,,,0.239062116
486,0.353474844,0.75152897,0.123912469,,,0.229562375
487,0.355237485,-0.750054419,0.111702919,,,0.243534566
488,0.356998865,0.804353814,0.123800188,,,0.233198677
489,0.358758975,-0.125241045,0.12129353,,,0.237465445
490,0.360517811,-0.784234275,0.108589917,,,0.251927894
491,0.362275367,0.368213915,0.113959551,,,0.248315816
492,0.364031635,-0.180373342,0.110735551,,,0.253296084
493,0.365786609,0.524179158,0.118496582,,,0.247290027
494,0.367540284,0.001737492,0.118036166,,,0.249504118
495,0.369292653,-0.640314431,0.107612923,,,0.26167973
496,0.37104371,0.681824568,0.117865965,,,0.253177745
497,0.372793449,-0.025794758,0.116986766,,,0.255806683
498,0.374541863,0.480731801,0.123984531,,,0.250557332
499,0.376288946,0.782011398,0.135557875,,,0.240731071
500,0.378034692,0.555247676,0.143444255,,,0.234590437
501,0.379779096,-0.152541337,0.140239298,,,0.239539798
502,0.381522149,0.038649043,0.140045151,,,0.241476998
503,0.383263847,1.004685648,0.154832348,,,0.228431499
504,0.385004184,0.232375822,0.157434106,,,0.227570078
505,0.386743152,-0.505206784,0.148569003,,,0.238174149
506,0.388480747,0.595895732,0.156893954,,,0.231586793
507,0.390216961,-0.22217382,0.152423501,,,0.23779346
508,0.391951788,0.765240926,0.163313091,,,0.228638697
509,0.393685223,0.306936107,0.166946858,,,0.226738365
510,0.395417259,-0.081984373,0.164509699,,,0.23090756
511,0.397147891,-0.635053077,0.153538808,,,0.243609083
512,0.398877111,-2.141274075,0.119335219,,,0.279541892
513,0.400604914,-0.783959663,0.106663376,,,0.293941538
514,0.402331293,0.60766513,0.115778178,,,0.286553115
515,0.404056243,-0.167180459,0.112733409,,,0.291322834
516,0.405779758,-0.619407787,0.102709785,,,0.303069973
517,0.40750183,0.635774505,0.112316713,,,0.295185117
518,0.409222455,-0.751564569,0.100247309,,,0.308975146
519,0.410941626,1.316264313,0.120454654,,,0.290486972
520,0.412659337,-1.168736545,0.101792827,,,0.31086651
521,0.414375581,0.518637147,0.109593809,,,0.304781772
522,0.416090353,-0.170594847,0.106583208,,,0.309507145
523,0.417803647,0.618934397,0.115874141,,,0.301929506
524,0.419515456,0.631519266,0.125228718,,,0.294286738
525,0.421225775,-0.820357792,0.111909166,,,0.309316609
526,0.422934597,0.092878968,0.112956926,,,0.309977671
527,0.424641916,1.211692817,0.131359115,,,0.293282801
528,0.426347727,-0.424240708,0.124104947,,,0.30224278
529,0.428052023,-0.336413338,0.118315265,,,0.309736758
530,0.429754798,-0.194066909,0.114817187,,,0.314937611
531,0.431456046,0.224169945,0.117862374,,,0.313593672
532,0.433155761,0.136631095,0.119505256,,,0.313650505
533,0.434853937,-0.849530863,0.105812952,,,0.329040985
534,0.436550567,-0.225555085,0.102002442,,,0.334548125
535,0.438245647,0.249945021,0.105628535,,,0.332617112
536,0.43993917,1.32886309,0.12595515,,,0.31398402
537,0.441631129,-0.802375201,0.112904832,,,0.328726297
538,0.44332152,-0.190686381,0.109535456,,,0.333786064
539,0.445010335,1.213750387,0.128019154,,,0.316991181
540,0.446697569,0.460720548,0.134548202,,,0.312149367
541,0.448383216,-1.607204415,0.108883098,,,0.339500118
542,0.45006727,0.034170046,0.109061882,,,0.341005388
543,0.451749725,-0.099635914,0.107160509,,,0.344589216
544,0.453430574,0.221235307,0.11026822,,,0.343162354
545,0.455109813,0.336886605,0.115127817,,,0.339981996
546,0.456787434,0.890198064,0.128508583,,,0.328278851
547,0.458463433,0.058288904,0.12878485,,,0.329678583
548,0.460137802,0.252314416,0.132068604,,,0.328069198
549,0.461810537,-0.219471747,0.127983376,,,0.333827161
550,0.463481631,-0.329670701,0.122244284,,,0.341237347
551,0.465151078,-0.075933826,0.120525047,,,0.344626031
552,0.466818872,0.127572224,0.121989608,,,0.344829264
553,0.468485008,0.58579728,0.130546734,,,0.337938274
554,0.470149479,0.080472736,0.131138399,,,0.33901108
555,0.47181228,0.226198664,0.133983523,,,0.337828757
556,0.473473404,-0.285584698,0.1288452,,,0.344628204
557,0.475132846,-0.134777921,0.126119718,,,0.349013128
558,0.4767906,0.509919813,0.133439749,,,0.343350851
559,0.47844666,0.442379757,0.139606059,,,0.338840601
560,0.48010102,-0.536921569,0.130489245,,,0.349611775
561,0.481753674,0.750165414,0.141473249,,,0.340280425
562,0.483404616,-0.459962721,0.133525327,,,0.349879289
563,0.485053841,1.322942454,0.153344586,,,0.331709255
564,0.486701343,-0.250902575,0.148477525,,,0.338223818
565,0.488347115,0.940906755,0.162147328,,,0.326199787
566,0.489991152,-0.406879465,0.154743478,,,0.335247674
567,0.491633448,0.967442976,0.168726668,,,0.32290678
568,0.493273997,0.689357934,0.178192914,,,0.315081083
569,0.494912793,0.085686842,0.178191915,,,0.316720878
570,0.496549832,-0.361237837,0.171282083,,,0.325267749
571,0.498185105,-0.001890908,0.170024082,,,0.328161023
572,0.499818609,1.255724365,0.188213706,,,0.311604903
573,0.501450337,0.525968978,0.19485952,,,0.306590817
574,0.503080283,-0.027311593,0.19288215,,,0.310198133
575,0.504708442,-0.584155256,0.182339787,,,0.322368655
576,0.506334807,0.045458685,0.181659073,,,0.324675734
577,0.507959374,-0.31941313,0.175350159,,,0.332609215
578,0.509582135,1.170177706,0.192131072,,,0.317451063
579,0.511203086,-0.20930506,0.187384129,,,0.323818957
580,0.512822221,-0.861254454,0.172626361,,,0.34019586
581,0.514439534,0.625391071,0.181044549,,,0.333394985
582,0.516055019,0.390064342,0.185702622,,,0.330352397
583,0.51766867,2.238964125,0.218723431,,,0.298945239
584,0.519280482,1.547687893,0.240504667,,,0.278775815
585,0.520890449,0.420309331,0.244728699,,,0.27616175
586,0.522498565,0.522783652,0.250445426,,,0.272053139
587,0.524104824,0.258792726,0.252064347,,,0.272040477
588,0.525709222,-0.810076878,0.23739247,,,0.288316752
589,0.527311751,-0.008336079,0.235126898,,,0.292184853
590,0.528912408,0.625050534,0.242553428,,,0.28635898
591,0.530511184,0.592875991,0.249370292,,,0.281140892
592,0.532108076,-1.10945969,0.23015134,,,0.301956736
593,0.533703077,-0.408299054,0.221861586,,,0.311841491
594,0.535296182,-0.101562999,0.218377188,,,0.316918994
595,0.536887385,-0.917271314,0.202405885,,,0.3344815
596,0.538476681,0.85306573,0.213856623,,,0.324620058
597,0.540064063,0.750132152,0.223540768,,,0.316523295
598,0.541649526,-0.643363983,0.211722836,,,0.32992669
599,0.543233065,-0.643594148,0.200037494,,,0.343195571
600,0.544814674,-0.080523934,0.197169468,,,0.347645206
601,0.546394347,1.108844184,0.212635025,,,0.333759322
602,0.547972078,-0.646692168,0.20089142,,,0.347080658
603,0.549547863,-0.742899482,0.18780233,,,0.361745533
604,0.551121695,0.302834893,0.19101499,,,0.360106705
605,0.552693569,0.768811496,0.201356366,,,0.351337203
606,0.554263479,0.30438248,0.20439373,,,0.349869749
607,0.555831419,-0.206101284,0.199534073,,,0.356297346
608,0.557397385,-0.326170524,0.192887902,,,0.364509483
609,0.558961371,0.751338607,0.202930495,,,0.356030876
610,0.56052337,-0.324574243,0.196265355,,,0.364258015
611,0.562083378,-0.080247276,0.193452939,,,0.368630439
612,0.563641389,-0.201356692,0.188811064,,,0.374830325
613,0.565197397,0.414513635,0.193730339,,,0.371467058
614,0.566751396,-0.908087214,0.178174287,,,0.388577109
615,0.568303383,0.502806279,0.184615314,,,0.383688069
616,0.569853349,0.424497216,0.189751312,,,0.380102037
617,0.571401292,0.250544253,0.192129448,,,0.379271844
618,0.572947204,0.075184386,0.191770002,,,0.381177202
619,0.57449108,0.489435951,0.197798893,,,0.376692187
620,0.576032915,-0.055026955,0.195354179,,,0.380678736
621,0.577572703,0.735506785,0.205113664,,,0.372459039
622,0.57911044,0.841446183,0.216341332,,,0.362769108
623,0.580646118,0.120556948,0.216339007,,,0.364307111
624,0.582179734,0.711083541,0.225384727,,,0.356795007
625,0.583711281,1.170390525,0.241288558,,,0.342422723
626,0.585240754,-1.533054026,0.215647653,,,0.369593101
627,0.586768148,0.311147905,0.218577936,,,0.368190212
628,0.588293457,-0.720593818,0.205629423,,,0.382664034
629,0.589816675,0.713629852,0.214887694,,,0.374928981
630,0.591337798,0.337506224,0.218233451,,,0.373104347
631,0.59285682,-1.134476315,0.198920652,,,0.393936168
632,0.594373736,-0.014072045,0.197091445,,,0.397282291
633,0.595888539,-0.111852511,0.193780735,,,0.402107804
634,0.597401226,0.019318387,0.192537159,,,0.404864067
635,0.598911789,-0.564872677,0.182296827,,,0.416614962
636,0.600420225,-0.569696493,0.172110081,,,0.428310144
637,0.601926528,1.161560093,0.188812241,,,0.413114287
638,0.603430692,0.848310099,0.200412616,,,0.403018076
639,0.604932711,0.515824782,0.206715271,,,0.39821744
640,0.606432582,0.230026528,0.208531216,,,0.397901366
641,0.607930298,-0.416707969,0.200376675,,,0.407553623
642,0.609425853,0.273182191,0.202948526,,,0.406477327
643,0.610919244,-0.187205046,0.198398784,,,0.41252046
644,0.612410464,0.123639854,0.198697463,,,0.413713001
645,0.613899508,0.61999122,0.206628069,,,0.407271439
646,0.61538637,0.330721071,0.209992275,,,0.405394095
647,0.616871046,1.175211438,0.226249233,,,0.390621813
648,0.618353531,-0.765611408,0.212524369,,,0.405829162
649,0.619833818,0.630554532,0.220398381,,,0.399435437
650,0.621311903,0.095698168,0.219957814,,,0.401354089
651,0.62278778,0.976692372,0.233003482,,,0.389784298
652,0.624261445,0.437581297,0.237605825,,,0.38665562
653,0.625732892,0.022755913,0.235811874,,,0.389921018
654,0.627202115,-0.186956643,0.230838671,,,0.396363444
655,0.62866911,0.859770499,0.241912529,,,0.386756581
656,0.630133871,0.001622243,0.239737883,,,0.390395988
657,0.631596393,-0.13555945,0.235499099,,,0.396097294
658,0.633056672,0.828467393,0.246016547,,,0.387040125
659,0.634514701,1.504678302,0.266591728,,,0.367922973
660,0.635970475,0.129891835,0.266026735,,,0.36994374
661,0.63742399,0.304510985,0.268108904,,,0.369315086
662,0.63887524,0.014334298,0.265776098,,,0.373099142
663,0.64032422,0.778025395,0.27500689,,,0.36531733
664,0.641770925,1.730959909,0.298346043,,,0.343424882
665,0.643215349,-0.064664426,0.294434726,,,0.348780623
666,0.644657489,0.988589301,0.306296527,,,0.338360962
667,0.646097337,0.446373688,0.309890687,,,0.33620665
668,0.647534891,-0.358658023,0.301456809,,,0.346078082
669,0.648970143,1.081288552,0.314558268,,,0.334411875
670,0.65040309,0.900083399,0.324726105,,,0.325676985
671,0.651833725,0.59780206,0.330259264,,,0.321574461
672,0.653262045,0.058541804,0.327772617,,,0.325489428
673,0.654688044,0.025943349,0.324837208,,,0.329850836
674,0.656111716,1.552894817,0.344367146,,,0.31174457
675,0.657533057,0.574348833,0.349227667,,,0.30830539
676,0.658952062,0.687260592,0.355646193,,,0.303305869
677,0.660368726,1.349040687,0.371493459,,,0.288875267
678,0.661783043,0.869739284,0.380129695,,,0.281653348
679,0.663195009,-0.046078354,0.37551713,,,0.287677879
680,0.664604619,-0.031733276,0.371163189,,,0.29344143
681,0.666011867,0.404550307,0.373137772,,,0.292874095
682,0.667416749,-0.164865771,0.366892636,,,0.300524113
683,0.66881926,-0.220519695,0.359907568,,,0.308911692
684,0.670219394,-0.425969142,0.350004911,,,0.320214483
685,0.671617147,0.778453799,0.357732058,,,0.313885089
686,0.673012514,0.098445115,0.355475426,,,0.317537088
687,0.674405489,-0.534102695,0.344032466,,,0.330373023
688,0.675796068,-0.303569282,0.336065769,,,0.339730299
689,0.677184246,0.093739295,0.334021389,,,0.343162857
690,0.678570018,1.011455261,0.345444739,,,0.333125279
691,0.679953379,0.335871025,0.346812606,,,0.333140773
692,0.681334324,0.548305453,0.351253331,,,0.330080993
693,0.682712848,0.453278744,0.354241014,,,0.328471834
694,0.684088946,-0.422356149,0.344440341,,,0.339648605
695,0.685462614,-0.057781558,0.340070486,,,0.345392128
696,0.686833847,1.49564208,0.358401716,,,0.328432131
697,0.688202639,0.422122776,0.360826135,,,0.327376504
698,0.689568985,-0.682961777,0.347172439,,,0.342396546
699,0.690932882,0.391674634,0.349327624,,,0.341605258
700,0.692294324,-0.015730571,0.34551394,,,0.346780384
701,0.693653306,0.058298061,0.342828572,,,0.350824734
702,0.695009823,0.062646798,0.340241015,,,0.354768808
703,0.696363871,0.897331918,0.349878788,,,0.346485083
704,0.697715445,-0.413222427,0.340250254,,,0.357465191
705,0.69906454,0.281634724,0.34090203,,,0.35816251
706,0.700411151,0.736259787,0.348181307,,,0.352229844
707,0.701755273,0.155744762,0.346883774,,,0.354871499
708,0.703096902,1.058596622,0.358731031,,,0.344365871
709,0.704436033,1.401863069,0.375264108,,,0.329171925
710,0.705772661,1.15772277,0.387930453,,,0.317842208
711,0.707106781,0.078980097,0.385014474,,,0.322092307
712,0.708438389,0.933808762,0.394295931,,,0.314142458
713,0.70976748,-0.158251653,0.387930334,,,0.321837146
714,0.711094049,0.427583906,0.389976382,,,0.321117667
715,0.712418091,-0.150837794,0.383759856,,,0.328658235
716,0.713739602,0.111924624,0.381366074,,,0.332373528
717,0.715058577,-0.073714393,0.376343668,,,0.338714909
718,0.716375012,0.250560112,0.37603265,,,0.340342362
719,0.717688901,-0.410485797,0.366218984,,,0.351469917
720,0.71900024,-0.289483266,0.358241796,,,0.360758444
721,0.720309025,0.89256445,0.367462337,,,0.352846688
722,0.72161525,0.294809414,0.367913187,,,0.353702063
723,0.722918911,0.222836411,0.367320299,,,0.355598612
724,0.724220004,-0.188912679,0.360788345,,,0.363431659
725,0.725518524,1.016350819,0.371739924,,,0.3537786
726,0.726814465,0.550111112,0.375794172,,,0.351020293
727,0.728107825,1.186210998,0.388853908,,,0.339253917
728,0.729398597,0.730731995,0.395184934,,,0.334213663
729,0.730686778,0.912364272,0.403959632,,,0.326727146
730,0.731972362,0.757305824,0.410387278,,,0.321585084
731,0.733255346,0.923159534,0.419007361,,,0.314247985
732,0.734535725,0.183535933,0.41717732,,,0.317358405
733,0.735813493,-0.189317472,0.410154283,,,0.32565921
734,0.737088648,0.171125329,0.408263803,,,0.328824845
735,0.738361183,0.590543608,0.412279606,,,0.326081577
736,0.739631095,0.024384413,0.408304036,,,0.331327059
737,0.740898379,0.661206241,0.413307786,,,0.327590593
738,0.74216303,0.394472361,0.414501309,,,0.327661721
739,0.743425045,-0.29418428,0.406029463,,,0.337395582
740,0.744684418,0.18121289,0.404333949,,,0.340350469
741,0.745941145,0.011210174,0.400263011,,,0.345678134
742,0.747195222,1.05616178,0.410951853,,,0.336243369
743,0.748446644,-0.048538123,0.40596664,,,0.342480004
744,0.749695407,1.041160124,0.416323543,,,0.333371864
745,0.750941506,0.846283212,0.423756957,,,0.327184549
746,0.752184937,0.350016708,0.424178064,,,0.328006873
747,0.753425695,0.619629386,0.428327143,,,0.325098552
748,0.754663777,-0.169691762,0.421476841,,,0.333186936
749,0.755899177,0.141321161,0.419027388,,,0.336871789
750,0.757131891,0.811038529,0.425919712,,,0.331212179
751,0.758361915,0.17723235,0.423914194,,,0.334447721
752,0.759589245,0.39620112,0.424973488,,,0.334615757
753,0.760813876,0.243114142,0.423894227,,,0.336919649
754,0.762035803,1.668860991,0.442482054,,,0.319553749
755,0.763255023,0.691430182,0.447295666,,,0.315959357
756,0.764471531,-0.450645132,0.436422765,,,0.328048766
757,0.765685323,-0.756136084,0.421371698,,,0.344313625
758,0.766896395,0.993176168,0.430735946,,,0.336160449
759,0.768104741,1.299519672,0.444094956,,,0.324009785
760,0.769310359,-0.382337224,0.434180915,,,0.335129444
761,0.770513243,0.008582303,0.429743469,,,0.340769774
762,0.771713389,-0.310570602,0.420922637,,,0.350790752
763,0.772910794,-0.396879379,0.41096133,,,0.361949464
764,0.774105452,0.175315096,0.409119368,,,0.364986084
765,0.77529736,1.357443456,0.423805237,,,0.351492123
766,0.776486513,0.710563708,0.429218054,,,0.347268459
767,0.777672907,0.559741991,0.432455063,,,0.345217844
768,0.778856538,0.256899262,0.431466818,,,0.34738972
769,0.780037402,0.293998893,0.431003988,,,0.349033414
770,0.781215494,0.16699556,0.428792775,,,0.352422719
771,0.782390811,0.267827385,0.428004742,,,0.354386069
772,0.783563347,1.904510351,0.449685335,,,0.333878012
773,0.7847331,0.016574087,0.445192814,,,0.339540286
774,0.785900064,-0.283101907,0.436636269,,,0.349263795
775,0.787064236,0.559717496,0.439750314,,,0.347313922
776,0.788225612,0.453663027,0.441361666,,,0.346863946
777,0.789384187,-0.981991814,0.42316556,,,0.366218627
778,0.790539957,0.550540133,0.426375329,,,0.364164628
779,0.791692919,1.048313294,0.436392248,,,0.355300671
780,0.792843067,0.800270017,0.442804158,,,0.350038909
781,0.793990399,0.309139395,0.442393124,,,0.351597275
782,0.795134909,1.053558766,0.45213294,,,0.343001969
783,0.796276594,0.203261059,0.450155497,,,0.346121097
784,0.79741545,0.60241346,0.453625262,,,0.343790188
785,0.798551473,0.645812296,0.457622886,,,0.340928587
786,0.799684658,0.501110699,0.459601045,,,0.340083613
787,0.800815003,0.474141602,0.46118468,,,0.339630323
788,0.801942501,-0.102990689,0.454954863,,,0.346987638
789,0.803067151,-0.074874863,0.449163795,,,0.353903356
790,0.804188947,-0.677240954,0.435167253,,,0.369021694
791,0.805307886,-0.16412256,0.428332925,,,0.376974961
792,0.806423963,-0.471825028,0.417276323,,,0.38914764
793,0.807537175,0.773749048,0.423684657,,,0.383852518
794,0.808647518,0.944149173,0.432324231,,,0.376323287
795,0.809754988,0.60673999,0.436155975,,,0.373599013
796,0.810859581,-0.07172516,0.430589199,,,0.380270382
797,0.811961292,-0.092815379,0.424785376,,,0.387175916
798,0.813060119,0.351326522,0.425209582,,,0.387850537
799,0.814156057,0.589163406,0.428919852,,,0.385236205
800,0.815249102,0.347032734,0.429225147,,,0.386023955
801,0.816339251,-0.292967589,0.420653343,,,0.395685908
802,0.817426499,-0.233813241,0.412976861,,,0.404449638
803,0.818510842,-0.271288425,0.404839993,,,0.413670849
804,0.819592278,1.716568545,0.42462045,,,0.394971828
805,0.820670801,0.658890873,0.429304481,,,0.39136632
806,0.821746409,-0.991453035,0.410982251,,,0.410764158
807,0.822819096,0.42345895,0.412616313,,,0.410202783
808,0.823888861,0.586554823,0.416502714,,,0.407386147
809,0.824955698,-0.271877796,0.408327937,,,0.416627761
810,0.826019603,0.664295732,0.413374245,,,0.412645358
811,0.827080574,0.624755234,0.417780459,,,0.409300115
812,0.828138607,1.094498024,0.428621769,,,0.399516838
813,0.829193696,0.818482852,0.435432315,,,0.393761381
814,0.83024584,1.143195358,0.446546912,,,0.383698928
815,0.831295034,0.522081291,0.448985159,,,0.382309875
816,0.832341274,0.581641467,0.452192903,,,0.380148371
817,0.833384557,0.704171393,0.457004607,,,0.37637995
